,Date,Open,High,Low,Close,Adj Close,Volume,TotalInvested,TotalParticipations,TotalPosition
59,2008-12-31,87.51000213623047,87.55000305175781,81.86000061035156,82.11000061035156,60.81655502319336,369927100,6000.0,67.38779678300969,4098.293650945681
60,2009-01-31,90.44000244140624,93.44000244140624,89.8499984741211,92.95999908447266,69.41181182861328,227566300,6100.0,68.82847377105479,4777.509069847099
61,2009-02-28,81.56999969482422,83.18000030517578,81.30999755859375,82.58000183105469,61.66119384765625,288233300,6200.0,70.4502393218008,4344.045863435334
62,2009-03-31,72.5199966430664,73.91999816894531,70.37000274658203,70.5999984741211,52.71592330932617,426452600,6300.0,72.34719936200004,3813.8494132117253
63,2009-04-30,78.52999877929688,81.41999816894531,78.33000183105469,81.05999755859375,60.95948028564453,377018300,6400.0,73.98763329502275,4510.247673229436
64,2009-05-31,87.44000244140625,88.20999908447266,86.72000122070312,87.88999938964844,66.09580993652344,236110300,6500.0,75.50058850498291,4990.272547921017
65,2009-06-30,93.66999816894533,95.16999816894533,93.43000030517578,94.7699966430664,71.269775390625,276246800,6600.0,76.90370784206384,5480.909984610136
66,2009-07-31,92.33999633789062,93.2300033569336,92.20999908447266,92.33000183105467,69.8270492553711,173041100,6700.0,78.33581761995636,5469.9589954084595
67,2009-08-31,99.8499984741211,100.52999877929688,99.30999755859376,100.44000244140624,75.96044921875,175776900,6800.0,79.65229219361272,6050.423896329957
68,2009-09-30,101.9499969482422,103.23999786376952,99.98999786376952,100.1999969482422,75.7789535522461,321276800,6900.0,80.9719198119996,6135.967350469713
69,2009-10-31,103.0,105.7300033569336,102.9499969482422,102.97000122070312,78.24473571777344,281840600,7000.0,82.24996106401044,6435.626466250652
70,2009-11-30,104.12999725341795,105.41000366210938,103.08000183105467,104.31999969482422,79.27059173583984,254222900,7100.0,83.51146293765909,6620.003083793894
71,2009-12-31,110.91999816894533,111.66000366210938,110.7300033569336,111.3000030517578,84.57456970214844,159613700,7200.0,84.69385145411476,7162.946043149435
72,2010-01-31,112.37000274658205,113.38999938964844,111.51000213623048,113.33000183105467,86.58076477050781,118944600,7300.0,85.84884240695587,7432.858430257042
73,2010-02-28,108.1500015258789,109.06999969482422,107.5,109.05999755859376,83.318603515625,187865000,7400.0,87.04905455382948,7252.805662780529
74,2010-03-31,111.1999969482422,112.0,111.16999816894533,111.88999938964844,85.48062133789062,147709700,7500.0,88.21891034611153,7541.007270137281
75,2010-04-30,117.8000030517578,118.25,117.0999984741211,117.8000030517578,90.36629486083984,161215200,7600.0,89.32551762877146,8072.016064638709
76,2010-05-31,119.37999725341795,120.68000030517578,119.1999969482422,120.3499984741211,92.32244873046876,182747900,7700.0,90.40867780676832,8346.750521604838
77,2010-06-30,108.3499984741211,109.9499969482422,107.37000274658205,107.52999877929688,82.48802185058594,277909400,7800.0,91.6209750319477,7557.63299040729
78,2010-07-31,103.1500015258789,103.48999786376952,101.12999725341795,102.76000213623048,79.20389556884766,382924800,7900.0,92.88353919349295,7356.7381383463835
79,2010-08-31,111.98999786376952,112.94000244140624,111.54000091552734,112.76000213623048,86.91159057617188,188263200,8000.0,94.03413371531748,8172.6561296506725
80,2010-09-30,106.7300033569336,108.61000061035156,106.66000366210938,108.45999908447266,83.5972900390625,256828100,8100.0,95.23034474025947,7960.998749771381
81,2010-10-31,114.98999786376952,115.12000274658205,113.93000030517578,114.61000061035156,88.81041717529297,174638700,8200.0,96.35633877542566,8557.44664412941
82,2010-11-30,119.06999969482422,119.75,117.8499984741211,118.52999877929688,91.84798431396484,174074800,8300.0,97.44509429626723,8950.135492396377
83,2010-12-31,120.1999969482422,121.23999786376952,120.19000244140624,121.01000213623048,93.76970672607422,221037200,8400.0,98.51153679130591,9237.397914055626
84,2011-01-31,126.70999908447266,127.5999984741211,125.6999969482422,127.0500030517578,98.96780395507812,138725200,8500.0,99.52196640582369,9849.47046047543
85,2011-02-28,129.4600067138672,130.97000122070312,129.3800048828125,130.74000549316406,101.84217834472656,167194300,8600.0,100.50387784591003,10235.533851919781
86,2011-03-31,133.57000732421875,133.69000244140625,130.88999938964844,130.92999267578125,101.990234375,258565500,8700.0,101.4843638758991,10350.414057100734
87,2011-04-30,133.41000366210938,133.77000427246094,132.8300018310547,133.14999389648438,104.17008972167967,153850100,8800.0,102.44433233006075,10671.635290299997
88,2011-05-31,137.07000732421875,137.17999267578125,135.9499969482422,136.22000122070312,106.57191467285156,126278700,8900.0,103.3826658516736,11017.688643796484
89,2011-06-30,134.50999450683594,134.9199981689453,131.75999450683594,131.8699951171875,103.16868591308594,233094300,9000.0,104.35195221133746,10765.853782108828
90,2011-07-31,132.08999633789062,134.10000610351562,131.77999877929688,133.9199981689453,105.29193878173828,202385700,9100.0,105.30169253483261,11087.419363991023
91,2011-08-31,130.83999633789062,130.9600067138672,127.52999877929688,128.77999877929688,101.250732421875,325790900,9200.0,106.28933971138177,10761.87349441489
92,2011-09-30,122.29000091552734,123.4000015258789,120.77999877929688,120.94000244140624,95.08668518066406,254585900,9300.0,107.34101166534673,10206.700983196813
93,2011-10-31,112.48999786376952,113.9499969482422,109.80999755859376,109.93000030517578,86.87744140625,365136800,9400.0,108.49205845472427,9425.512451443758
94,2011-11-30,122.02999877929688,123.51000213623048,121.5199966430664,122.0,96.41635131835938,416565800,9500.0,109.52922692908199,10560.408423222678
95,2011-12-31,124.8499984741211,125.63999938964844,124.43000030517578,124.97000122070312,98.76351928710938,176954800,9600.0,110.54174653877001,10917.491916312569
96,2012-01-31,127.76000213623048,128.3800048828125,127.43000030517578,127.5,101.40204620361328,193697900,9700.0,111.52791993214713,11309.159289952466
97,2012-02-29,132.2899932861328,133.13999938964844,132.1300048828125,132.47000122070312,105.35474395751952,166234500,9800.0,112.47709408647208,11849.995448566098
98,2012-03-31,137.30999755859375,137.99000549316406,136.92999267578125,137.72999572753906,109.53805541992188,145023500,9900.0,113.39001881949424,12420.522165515746
99,2012-04-30,140.63999938964844,142.2100067138672,140.36000061035156,141.83999633789062,113.30111694335938,151741100,10000.0,114.27262265163468,12947.215782477238
100,2012-05-31,139.7899932861328,141.66000366210938,139.6300048828125,140.74000549316406,112.4224853515625,138832200,10100.0,115.1621244242319,12946.81224613803
101,2012-06-30,129.41000366210938,131.5,128.16000366210938,128.16000366210938,102.37361145019533,253240900,10200.0,116.13893864992374,11889.562579585367
102,2012-07-31,136.47999572753906,136.64999389648438,135.52000427246094,136.50999450683594,109.60853576660156,129524500,10300.0,117.05127635520007,12829.81901090531
103,2012-08-31,138.6999969482422,138.72999572753906,137.39999389648438,137.58999633789062,110.47572326660156,138293800,10400.0,117.95645259703086,13031.324414619587
104,2012-09-30,141.0399932861328,141.4600067138672,140.1300048828125,141.02999877929688,113.23776245117188,120226200,10500.0,118.83955023014703,13457.124758765496
105,2012-10-31,144.52000427246094,145.69000244140625,144.00999450683594,144.35000610351562,116.52228546142578,135911200,10600.0,119.6977551615385,13947.45599602464
106,2012-11-30,141.64999389648438,143.00999450683594,141.52000427246094,142.8300018310547,115.29530334472656,100995600,10700.0,120.5650931805123,13900.58899103239
107,2012-12-31,142.8000030517578,142.9199981689453,141.33999633789062,141.4499969482422,114.18132019042967,124656300,10800.0,121.44089317856121,13866.281508233064
108,2013-01-31,145.11000061035156,146.14999389648438,144.72999572753906,146.05999755859375,118.73882293701172,192059000,10900.0,122.28307771034697,14519.748712441733
109,2013-02-28,150.64999389648438,151.4199981689453,150.38999938964844,151.24000549316406,122.94989013671876,131173000,11000.0,123.09641719270682,15134.690970067002
110,2013-03-31,151.08999633789062,152.33999633789062,150.41000366210938,152.11000061035156,123.65718841552734,170634800,11100.0,123.90510451029299,15321.756854074907
111,2013-04-30,156.58999633789062,156.91000366210938,155.6699981689453,156.0500030517578,127.42443084716795,99194100,11200.0,124.68988337361739,15888.537421282947
112,2013-05-31,159.3300018310547,159.41000366210938,158.10000610351562,158.27999877929688,129.24534606933594,138874200,11300.0,125.46360562390525,16215.587127968316
113,2013-06-30,163.8300018310547,164.4600067138672,162.66000366210938,164.35000610351562,134.20187377929688,168390700,11400.0,126.20875170259903,16937.450965834814
114,2013-07-31,161.25999450683594,162.47999572753906,161.0800018310547,161.36000061035156,132.45751953125,131954800,11500.0,126.96371072911475,16817.298193661692
115,2013-08-31,169.99000549316406,170.80999755859375,169.89999389648438,170.66000366210938,140.09178161621094,110438400,11600.0,127.67752847663941,17886.572436646922
116,2013-09-30,165.22999572753906,165.5800018310547,163.6999969482422,164.38999938964844,134.94479370117188,142375100,11700.0,128.41857225652353,17329.417740555604
117,2013-10-31,168.13999938964844,169.5,167.97000122070312,169.33999633789062,139.6857147216797,127160000,11800.0,129.1344650749069,18038.240049190154
118,2013-11-30,176.02000427246094,176.61000061035156,175.22000122070312,176.2100067138672,145.3527069091797,142805000,11900.0,129.82244675840235,18870.04405390664
119,2013-12-31,181.08999633789065,181.42999267578125,180.25,180.52999877929688,148.9161376953125,99726000,12000.0,130.4939656518389,19432.65735741662
120,2014-01-31,183.97999572753903,184.07000732421875,182.47999572753903,182.9199981689453,151.70684814453125,119636900,12100.0,131.15313167646508,19896.8282309212
121,2014-02-28,177.97000122070312,178.3699951171875,173.8300018310547,174.1699981689453,144.44989013671875,254837100,12200.0,131.84541326910147,19045.05546175199
122,2014-03-31,184.6499938964844,185.4499969482422,183.75,184.97999572753903,153.4153289794922,167748500,12300.0,132.49723861579398,20327.10745111631
123,2014-04-30,187.6199951171875,188.3600006103516,187.0,188.25,156.81640625,89193000,12400.0,133.13492699541783,20877.740797777533
124,2014-05-31,188.22000122070312,188.83999633789065,187.72999572753903,188.3300018310547,156.88304138183594,93019000,12500.0,133.77234452072327,20986.612261189843
125,2014-06-30,192.9499969482422,192.9900054931641,191.97000122070312,192.8999938964844,160.68997192382812,64656000,12600.0,134.3946608905799,21595.874285219685
126,2014-07-31,196.1999969482422,197.6300048828125,196.1300048828125,197.02999877929688,164.9168243408203,90470000,12700.0,135.00102716278835,22263.940682435878
127,2014-08-31,192.55999755859372,193.75999450683597,191.57000732421875,192.5,161.1251678466797,189261000,12800.0,135.62166266831753,21852.063161078433
128,2014-09-30,200.97000122070312,201.0,199.8600006103516,200.6100006103516,167.91329956054688,72426000,12900.0,136.21720810909986,22872.68087052464
129,2014-10-31,196.6999969482422,196.7700042724609,193.91000366210935,194.3500061035156,163.43408203125,177798000,13000.0,136.82907558959806,22362.534364170475
130,2014-11-30,201.9199981689453,202.4499969482422,201.30999755859372,201.7700042724609,169.67369079589844,93600000,13100.0,137.41844215274008,23316.294263478077
131,2014-12-31,206.3999938964844,206.5399932861328,205.3800048828125,205.75999450683597,173.02896118164062,103968400,13200.0,137.99638008473184,23877.37029288799
132,2015-01-31,206.3800048828125,206.8800048828125,204.17999267578125,205.42999267578125,173.70494079589844,121465900,13300.0,138.5720689485132,24070.65303266664
133,2015-02-28,200.0500030517578,202.02999877929688,197.8600006103516,201.9199981689453,170.7369842529297,163107000,13400.0,139.15776513166622,23759.377153958183
134,2015-03-31,210.77999877929688,212.05999755859372,210.72000122070312,211.9900054931641,179.25189208984375,87491400,13500.0,139.7156392987622,25044.292698845253
135,2015-04-30,206.38999938964844,206.4199981689453,204.50999450683597,205.6999969482422,174.7096405029297,137303600,13600.0,140.28801755855446,24509.66911452374
136,2015-05-31,209.3999938964844,210.7700042724609,209.27999877929688,210.72000122070312,178.9733428955078,103399700,13700.0,140.84675998567883,25207.815470638187
137,2015-06-30,211.94000244140625,212.33999633789065,210.6199951171875,211.57000732421875,179.6952667236328,93338800,13800.0,141.40325767102854,25409.49610278605
138,2015-07-31,207.72999572753903,208.02999877929688,206.55999755859372,207.5,177.095703125,135979900,13900.0,141.96792410976994,25141.909341416347
139,2015-08-31,210.4600067138672,210.52999877929688,208.6499938964844,209.7899932861328,179.05020141601562,113965700,14000.0,142.5264266928955,25519.38540646793
140,2015-09-30,193.1199951171875,194.7700042724609,190.72999572753903,191.7700042724609,163.67059326171875,256000400,14100.0,143.13740999788112,23427.384812299075
141,2015-10-31,192.0800018310547,192.4900054931641,189.82000732421875,192.1300048828125,164.83033752441406,131079000,14200.0,143.74409443171714,23693.387602321185
142,2015-11-30,208.32000732421875,210.6199951171875,208.1699981689453,210.38999938964844,180.4957733154297,86270800,14300.0,144.29812402566915,26045.201483978937
143,2015-12-31,209.44000244140625,210.82000732421875,209.1100006103516,210.67999267578125,180.74452209472656,97858400,14400.0,144.85139113905691,26181.095466185154
144,2016-01-31,200.4900054931641,201.02999877929688,198.58999633789065,201.0200042724609,173.48350524902344,222353500,14500.0,145.42781481608867,25229.32707500093
145,2016-02-29,192.52999877929688,194.5800018310547,191.83999633789065,193.6499938964844,167.12307739257812,136061600,14600.0,146.0261762246995,24404.343950542705
146,2016-03-31,195.00999450683597,198.2100067138672,194.4499969482422,198.1100006103516,170.97213745117188,141799700,14700.0,146.61106684776115,25066.407472958366
147,2016-04-30,204.3500061035156,207.13999938964844,203.97999572753903,206.9199981689453,179.496337890625,114423500,14800.0,147.1681812779226,26416.149593410748
148,2016-05-31,206.9199981689453,208.17999267578125,206.41000366210935,207.97000122070312,180.4072265625,62188000,14900.0,147.7224827984626,26650.203422597253
149,2016-06-30,209.1199951171875,210.47999572753903,208.88999938964844,210.2700042724609,182.40234375,69936200,15000.0,148.27072136790258,27044.927087008637
150,2016-07-31,209.47999572753903,210.4900054931641,209.2899932861328,209.9199981689453,183.0457305908203,106055300,15100.0,148.81703293538482,27240.322518015684
151,2016-08-31,217.19000244140625,217.6499938964844,216.41000366210935,216.94000244140625,189.16702270507807,73311400,15200.0,149.34566630165557,28251.27504819029
152,2016-09-30,217.3699951171875,217.72999572753903,216.02999877929688,217.38999938964844,189.55941772460935,97844200,15300.0,149.87320537726762,28409.877543835642
153,2016-10-31,215.82000732421875,216.0399932861328,215.0399932861328,215.77999877929688,189.10598754882807,83512100,15400.0,150.40200936330842,28441.920509976524
154,2016-11-30,212.92999267578125,212.9900054931641,209.6000061035156,211.00999450683597,184.9256591796875,122781800,15500.0,150.94276720320792,27913.190723459342
155,2016-12-31,220.72999572753903,220.72999572753903,219.1499938964844,219.57000732421875,192.4275054931641,79040500,15600.0,151.46244343007433,29145.540165148683
156,2017-01-31,225.0399932861328,225.8300018310547,223.8800048828125,225.2400054931641,198.56002807617188,91366500,15700.0,151.96606946683957,30174.387019961152
157,2017-02-28,227.52999877929688,228.58999633789065,226.94000244140625,227.6199951171875,200.6581268310547,79117700,15800.0,152.464429546141,30593.22684109396
158,2017-03-31,238.38999938964844,240.32000732421875,238.3699951171875,239.77999877929688,211.37779235839844,149158200,15900.0,152.93751614092596,32327.59453064586
159,2017-04-30,235.8000030517578,236.02999877929688,233.91000366210935,235.3300018310547,208.3573455810547,85546500,16000.0,153.41746082308308,31965.654902883038
160,2017-05-31,238.67999267578125,239.1699981689453,238.1999969482422,238.67999267578125,211.3234100341797,66882500,16100.0,153.89066916277352,32520.700979919082
161,2017-06-30,241.97000122070312,243.3800048828125,241.63999938964844,243.3600006103516,215.4669952392578,68962000,16200.0,154.35477736592992,33258.36007986152
162,2017-07-31,242.8800048828125,243.3800048828125,242.2100067138672,242.2100067138672,215.49462890625,39153800,16300.0,154.81882605478845,33362.625468377904
163,2017-08-31,247.4600067138672,247.5,246.72000122070312,247.32000732421875,220.04098510742188,55050400,16400.0,155.27328684513247,34166.48699827024
164,2017-09-30,247.9199981689453,248.3300018310547,247.6699981689453,247.83999633789065,220.5036163330078,62007000,16500.0,155.7267941465682,34338.32126926416
165,2017-10-31,251.4900054931641,252.32000732421875,251.2899932861328,252.32000732421875,225.60357666015625,59023000,16600.0,156.17004953054928,35232.52174128567
166,2017-11-30,258.0400085449219,258.42999267578125,257.07000732421875,257.489990234375,230.22613525390625,54202700,16700.0,156.60440508227546,36054.42694582947
167,2017-12-31,264.760009765625,265.3099975585937,260.760009765625,264.4599914550781,236.4582061767578,164390900,16800.0,157.02731279868286,37130.39670513319
168,2018-01-31,267.8399963378906,268.8099975585937,267.3999938964844,268.7699890136719,241.5401763916016,86655700,16900.0,157.44132259818667,38028.40483169306
169,2018-02-28,281.07000732421875,283.0599975585937,280.67999267578125,281.5799865722656,253.0523376464844,90102500,17000.0,157.83649776601973,39940.8947256254
170,2018-03-31,271.4100036621094,273.1700134277344,266.0,267.70001220703125,240.57858276367188,176855100,17100.0,158.25216236446917,38072.080940930486
171,2018-04-30,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,232.31175231933597,186286300,17200.0,158.68261841760307,36863.837147213904
172,2018-05-31,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,239.08786010742188,74203400,17300.0,159.10087470194586,38039.08767370728
173,2018-06-30,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,246.86557006835935,71258400,17400.0,159.5059534659562,39376.52813167047
174,2018-07-31,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,246.3970184326172,63554800,17500.0,159.91180253278387,39401.791356263384
175,2018-08-31,281.5599975585937,282.1300048828125,280.1300048828125,280.8599853515625,254.55406188964844,53853300,17600.0,160.3046463917962,40806.1988788155
176,2018-09-30,289.8399963378906,290.2099914550781,288.67999267578125,289.8099975585937,262.66583251953125,57594400,17700.0,160.68535826071644,42206.553401250225
177,2018-10-31,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,265.6029357910156,62078900,17800.0,161.06186012317585,42778.50289267742
178,2018-11-30,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,249.01470947265625,99495000,17900.0,161.46344282570684,40206.77230569823
179,2018-12-31,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,254.2860565185547,103176300,18000.0,161.85670072340326,41157.902148058114
180,2019-01-31,245.97999572753903,251.2100067138672,245.9499969482422,250.17999267578125,229.10418701171875,126925200,18100.0,162.29318336173623,37182.04783163438
181,2019-02-28,270.1499938964844,271.20001220703125,269.17999267578125,270.0599975585937,247.30946350097656,85782500,18200.0,162.69753505367868,40236.6401070566
182,2019-03-31,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,256.7967224121094,78880500,18300.0,163.0869481235212,41880.193746313955
183,2019-04-30,284.70001220703125,286.1600036621094,284.3999938964844,285.8299865722656,262.9039001464844,77617900,18400.0,163.4673152460488,42976.194724661094
184,2019-05-31,294.7200012207031,294.95001220703125,291.79998779296875,291.8099975585937,268.404296875,71671900,18500.0,163.83988752288747,43975.32981065969
185,2019-06-30,275.3099975585937,276.54998779296875,273.0899963378906,274.57000732421875,252.5470733642578,96428000,18600.0,164.23585330727715,41477.284094234405
186,2019-07-31,296.67999267578125,296.9200134277344,294.3299865722656,295.6600036621094,273.2681579589844,78705600,18700.0,164.60179422314124,44980.429104101604
187,2019-08-31,297.6000061035156,300.8699951171875,293.9599914550781,294.8399963378906,272.5102233886719,142646600,18800.0,164.96875293300724,44955.67171392442
188,2019-09-30,290.57000732421875,291.5799865722656,289.2699890136719,290.739990234375,268.720703125,69101400,18900.0,165.3408865231515,44430.519281812114
189,2019-10-31,297.739990234375,298.4599914550781,293.0,293.239990234375,272.28302001953125,88242400,19000.0,165.70815143740444,45119.51591523031
